word,category,frequency,length
pineapple,noun,9,9
fabulous,adjective,6,8
fabric,noun,15,6
revered,verb,5,7
limitation,noun,10,10
conception,noun,32,10
assembling,verb,6,10
enlist,verb,5,6
lesser,adjective,19,6
cdc,noun,7,3
unorthodox,adjective,6,10
carvey,noun,5,6
component,noun,25,9
consequence,noun,30,11
hierarchy,noun,9,9
participates,verb,7,12
organizational,adjective,5,14
favorites,noun,12,9
heated,verb,16,6
subordinate,adjective,6,11
considers,verb,15,9
foe,noun,8,3
illustrates,verb,7,11
communese,noun,5,9
tongue,noun,35,6
compulsive,adjective,10,10
fascinated,verb,7,10
freud,noun,9,5
shapes,noun,29,6
sizes,noun,12,5
motives,noun,20,7
crimes,noun,14,6
excerpts,noun,5,8
curtain,noun,13,7
consistency,noun,18,11
gazette,noun,9,7
interpreted,verb,24,11
looming,verb,10,7
hysteria,noun,7,8
quotations,noun,5,10
postpone,verb,7,8
exercises,noun,23,9
futile,adjective,6,6
predecessors,noun,6,12
invented,verb,13,8
injecting,verb,5,9
revival,noun,8,7
prolonged,verb,16,9
listeners,noun,20,9
unwilling,adjective,7,9
succumbed,verb,5,9
currents,noun,9,8
sensible,adjective,14,8
rockets,noun,13,7
cure,verb,28,4
consistent,adjective,28,10
warsaw,noun,10,6
terrible,adjective,44,8
publication,noun,55,11
distinctive,adjective,20,11
columns,noun,36,7
poetry,noun,88,6
essays,noun,8,6
fortunes,noun,6,8
subscribers,noun,7,11
tooth,noun,20,5
anxious,adjective,29,7
dazzling,verb,9,8
pasted,verb,6,6
ceiling,noun,31,7
forbes,noun,9,6
glitter,noun,5,7
glasses,noun,29,7
prisoner,noun,7,8
inmates,noun,6,7
confinement,noun,7,11
shorter,adjective,19,7
rubber,noun,15,6
locks,noun,7,5
broadening,noun,9,10
recognition,noun,44,11
lock,noun,24,4
paved,verb,5,5
ibm,noun,7,3
funny,adjective,40,5
aristotle,noun,21,9
contemplating,verb,6,13
bust,noun,7,4
fills,verb,5,5
nostalgia,noun,8,9
recalling,verb,7,9
woodwork,noun,5,8
craftsmanship,noun,5,13
plumbing,noun,9,8
cow,noun,29,3
korean,adjective,11,6
korea,noun,12,5
grandson,noun,5,8
instrumental,adjective,10,12
trace,verb,23,5
messages,noun,16,8
congratulations,noun,7,15
youngster,noun,8,9
hello,function,10,5
managerial,adjective,10,10
cohesion,noun,6,8
translation,noun,16,11
biblical,adjective,18,8
yale,noun,13,4
divinity,noun,7,8
depth,noun,53,5
repetition,noun,13,10
readings,noun,17,8
clarity,noun,28,7
archaic,adjective,5,7
phrases,noun,18,7
verses,noun,9,6
baptized,verb,12,8
thee,function,17,4
thou,function,14,4
answering,verb,14,9
righteousness,noun,6,13
lo,function,22,2
heavens,noun,9,7
descending,verb,10,10
lighting,verb,23,8
teachings,noun,6,9
uttered,verb,5,7
sermon,noun,12,6
blessing,noun,10,8
attain,verb,20,6
comprehension,noun,7,13
discoveries,noun,10,11
hebrew,noun,10,6
writings,noun,15,8
usable,adjective,8,6
congregational,adjective,14,14
airy,adjective,7,4
styles,noun,20,6
softness,noun,5,8
textures,noun,6,8
tapered,verb,7,7
elongated,verb,5,9
toe,noun,9,3
wine,noun,72,4
stacked,verb,9,7
tailored,verb,9,8
pumps,noun,5,5
blend,verb,9,5
oval,adjective,8,4
throats,noun,6,7
crisp,adjective,8,5
basket,noun,17,6
casual,adjective,22,6
cork,noun,9,4
sandals,noun,5,7
foam,noun,37,4
padded,verb,5,6
brighter,adjective,8,8
tan,adjective,9,3
straw,noun,15,5
collar,noun,17,6
throat,noun,51,6
toothbrush,noun,6,10
razor,noun,15,5
bathroom,noun,18,8
brush,noun,44,5
surface,noun,200,7
laboratories,noun,9,12
buttons,noun,10,7
brushes,noun,7,7
cleaned,verb,16,7
shaving,verb,6,7
vertical,adjective,16,8
scratch,verb,9,7
brushing,noun,7,8
experimented,verb,6,12
crowned,verb,7,7
chronic,adjective,11,7
disease,noun,53,7
disorders,noun,7,9
paste,noun,10,5
apparatus,noun,29,9
experimentation,noun,13,15
tumor,noun,17,5
symptom,noun,5,7
bones,noun,20,5
baths,noun,5,5
sweat,noun,23,5
glands,noun,6,6
shower,noun,15,6
possibilities,noun,42,13
manifestation,noun,6,13
brace,verb,14,5
cholesterol,noun,21,11
thyroid,noun,38,7
gland,noun,9,5
gap,noun,17,3
discs,noun,7,5
sung,verb,18,4
guessed,verb,15,7
stereo,noun,12,6
slightest,adjective,13,9
adapted,verb,13,7
sheer,adjective,15,5
sandburg,noun,22,8
nehru,noun,5,5
sculptor,noun,6,8
downs,noun,5,5
interviewing,verb,7,12
narrower,adjective,7,8
publications,noun,23,12
presentations,noun,6,13
inexpensive,adjective,6,11
recordings,noun,11,10
memorable,adjective,11,9
lincoln,noun,47,7
releases,noun,8,8
rca,noun,6,3
victor,noun,23,6
guides,noun,9,6
arizona,noun,9,7
depressing,adjective,5,10
fifties,noun,12,7
inferiority,noun,5,11
complexes,noun,6,9
brains,noun,18,6
frauds,noun,5,6
ego,noun,13,3
wondering,verb,21,9
breathed,verb,9,8
seller,noun,6,6
verbal,adjective,21,6
senses,verb,15,6
explanations,noun,15,12
helper,noun,6,6
desires,noun,24,7
reassurance,noun,8,11
temptations,noun,6,11
substitutes,noun,5,11
magazines,noun,25,9
refrigerator,noun,23,12
melancholy,adjective,9,10
scenes,noun,29,6
opponent,noun,15,8
thrown,verb,40,6
lions,noun,6,5
uncertainties,noun,5,13
lion,noun,17,4
ruined,verb,16,6
precaution,noun,8,10
cruel,adjective,15,5
perfume,noun,10,7
laughter,noun,22,8
leaves,noun,49,6
undergraduates,noun,9,14
fleeting,adjective,7,8
glances,noun,5,7
goat,noun,6,4
dream,noun,64,5
bitterness,noun,18,10
wry,adjective,5,3
wit,noun,20,3
embrace,verb,13,7
exhausted,verb,15,9
hairs,noun,12,5
fading,verb,5,6
wears,verb,6,5
akin,adjective,10,4
straining,verb,7,9
pants,noun,9,5
wet,adjective,53,3
sleeves,noun,8,7
remembers,verb,13,9
panting,verb,9,7
breath,noun,53,6
agony,noun,9,5
analyzed,verb,14,8
populations,noun,8,11
poland,noun,33,6
polish,adjective,19,6
seeming,adjective,14,7
towns,noun,50,5
misery,noun,15,6
distortion,noun,7,10
erect,verb,13,5
barrier,noun,9,7
repeating,verb,9,9
anticipate,verb,11,10
distress,noun,15,8
devoid,adjective,6,6
carts,noun,5,5
sack,noun,8,4
tobacco,noun,19,7
articulate,adjective,8,10
unemployed,adjective,5,10
oriented,verb,11,8
bald,noun,5,4
causing,verb,18,7
bravado,noun,7,7
accelerating,verb,6,12
thief,noun,8,5
glance,noun,40,6
visions,noun,7,7
admire,verb,10,6
canoe,noun,7,5
classification,noun,21,14
petitioner,noun,29,10
locations,noun,18,9
medium,adjective,45,6
granting,verb,8,8
compatible,adjective,16,10
hampshire,noun,11,9
savior,noun,6,6
alarm,noun,16,5
utilizing,verb,8,9
additions,noun,9,9
foresight,noun,5,9
compounds,verb,16,9
editorials,noun,10,10
inception,noun,6,9
transmission,noun,16,12
kent,noun,14,4
facility,noun,11,8
suggesting,verb,13,10
relation,noun,63,8
ignore,verb,19,6
waste,noun,35,5
developer,noun,5,9
concepts,noun,27,8
destiny,noun,22,7
eternal,adjective,29,7
beth,noun,5,4
knife,noun,76,5
christians,noun,17,10
jews,noun,54,4
divine,adjective,34,6
bless,verb,9,5
brotherhood,noun,6,11
bulletin,noun,18,8
desperation,noun,7,11
commend,verb,7,7
veterans,noun,16,8
disabled,verb,10,8
manifest,verb,9,8
va,noun,10,2
impractical,adjective,5,11
wishes,noun,24,6
observe,verb,25,7
grinding,verb,8,8
initiate,verb,5,8
lousy,adjective,12,5
frustration,noun,11,11
exasperation,noun,5,12
morale,noun,17,6
costing,verb,6,7
scientists,noun,36,10
suffocating,verb,5,11
persist,verb,6,7
diameter,noun,45,8
civilization,noun,42,12
shorts,noun,29,6
dressed,verb,36,7
misleading,verb,10,10
destruction,noun,38,11
sundays,noun,9,7
packaging,verb,7,9
freezing,verb,15,8
cutters,noun,6,7
packaged,verb,6,8
wives,noun,21,5
greedy,adjective,5,6
regret,verb,9,6
bertha,noun,5,6
incorrect,adjective,5,9
clarified,verb,8,9
flag,noun,16,4
proprietors,noun,5,11
premises,noun,8,8
advise,verb,9,6
promoting,verb,13,9
articles,noun,31,8
laborer,noun,6,7
dupont,noun,5,6
inaccurate,adjective,5,10
motors,noun,50,6
judgments,noun,27,9
considerations,noun,31,14
proportion,noun,29,10
omitting,verb,6,8
distorted,verb,11,9
futility,noun,7,8
disagree,verb,7,8
agrees,verb,11,6
drinks,noun,22,6
socialism,noun,20,9
regulations,noun,29,11
regions,noun,40,7
intelligence,noun,48,12
stranger,noun,40,8
inquire,verb,6,7
entity,noun,10,6
applies,verb,19,7
denounce,verb,5,8
refuse,verb,16,6
burdens,noun,7,7
consist,verb,17,7
certify,verb,5,7
certified,verb,7,9
assessed,verb,9,8
appropriated,verb,11,12
impose,verb,9,6
slum,noun,8,4
trades,noun,9,6
terrific,adjective,5,8
refreshing,adjective,6,10
cypress,noun,7,7
swamp,noun,5,5
constructed,verb,37,11
stumps,noun,5,6
pollen,noun,11,6
grains,noun,20,6
flowering,verb,6,9
sincere,adjective,15,7
empty,adjective,64,5
boat,noun,72,4
desolation,noun,5,10
awful,adjective,14,5
pets,noun,6,4
afforded,verb,11,8
sidewalk,noun,21,8
cafes,noun,5,5
terraces,noun,7,8
sacred,adjective,38,6
contemplate,verb,7,11
gardens,noun,32,7
outdoor,adjective,27,7
relax,verb,19,5
converse,verb,5,8
leisure,noun,11,7
thirties,noun,7,8
destructive,adjective,25,11
still,verb,29,5
folly,noun,10,5
lands,noun,25,5
advantageous,adjective,5,12
lessen,verb,5,6
immunity,noun,7,8
refusing,verb,10,8
prescribed,verb,14,10
apportioned,verb,8,11
equals,verb,8,6
exceeds,verb,10,7
buffer,noun,16,6
israel,noun,15,6
expelled,verb,5,8
connally,noun,8,8
consciousness,noun,30,13
reservation,noun,8,11
adherence,noun,9,9
statute,noun,13,7
prevents,verb,10,8
perilous,adjective,8,8
expose,verb,8,6
enable,verb,23,6
utilize,verb,10,7
subway,noun,7,6
departing,verb,10,9
strained,verb,11,8
arithmetic,noun,8,10
brass,noun,19,5
heater,noun,14,6
alley,noun,8,5
drunken,adjective,7,7
educate,verb,7,7
versus,function,9,6
hymns,noun,6,5
inspiration,noun,9,11
wholesome,adjective,11,9
rude,adjective,6,4
polite,adjective,7,6
hart,noun,13,4
brave,adjective,24,5
ghost,noun,11,5
inquirer,noun,13,8
inspector,noun,13,9
horrible,adjective,15,8
automobiles,noun,24,11
schuylkill,noun,7,10
hough,noun,6,5
wrongs,noun,6,6
suppose,verb,97,7
referring,verb,18,9
tremble,verb,10,7
hymn,noun,9,4
fortress,noun,6,8
verse,noun,28,5
everlasting,adjective,8,11
hiroshima,noun,11,9
proves,verb,16,6
rocks,noun,23,5
remind,verb,15,6
exploding,verb,7,9
expression,noun,79,10
dictates,noun,9,8
coffin,noun,7,6
withheld,verb,8,8
greatness,noun,11,9
destination,noun,9,11
focal,adjective,8,5
widen,verb,5,5
minimize,verb,16,8
curves,noun,19,6
drainage,noun,13,8
install,verb,8,7
directional,adjective,8,11
capability,noun,14,10
statue,noun,17,6
reminded,verb,29,8
feeding,noun,26,7
prohibited,verb,8,10
lash,verb,6,4
annoyance,noun,9,9
sentiments,noun,8,10
hatred,noun,20,6
scared,verb,21,6
canon,noun,5,5
stamp,verb,8,5
gangs,noun,6,5
creatures,noun,20,9
motive,noun,22,6
occurs,verb,27,6
melody,noun,21,6
joy,noun,40,3
anatomy,noun,9,7
ideals,noun,16,6
scandal,noun,8,7
fairness,noun,6,8
premise,noun,7,7
sweetheart,noun,9,10
unscrupulous,adjective,5,12
augmented,verb,9,9
corruptible,adjective,5,11
escalation,noun,7,10
targets,noun,22,7
exploded,verb,8,8
megatons,noun,10,8
threatens,verb,5,9
embark,verb,5,6
hydrogen,noun,39,8
contestants,noun,5,11
proving,verb,5,7
vulnerable,adjective,14,10
rockefeller,noun,12,11
faithful,adjective,12,8
thrust,noun,22,6
intercontinental,adjective,5,16
anger,noun,48,5
sphere,noun,22,6
footsteps,noun,8,9
satellites,noun,7,10
orbit,noun,16,5
imitate,verb,5,7
vocal,adjective,14,5
unfavorable,adjective,5,11
manchester,noun,44,10
guardian,noun,9,8
departures,noun,7,10
distinct,adjective,42,8
gallant,adjective,5,7
boundary,noun,16,8
blocks,noun,37,6
sober,adjective,19,5
graveyard,noun,7,9
lenin,noun,6,5
mild,adjective,14,4
tales,noun,20,5
cromwell,noun,21,8
hanged,verb,7,6
stalin,noun,15,6
crowded,verb,32,7
karl,noun,9,4
marx,noun,8,4
rake,verb,11,4
misdeeds,noun,5,8
predecessor,noun,5,11
u,noun,13,1
thant,noun,5,5
burma,noun,17,5
influential,adjective,14,11
gentleman,noun,28,9
qualification,noun,8,13
dormant,adjective,5,7
neutralism,noun,5,10
plunged,verb,15,7
sole,adjective,17,4
invaders,noun,5,8
frenzy,noun,6,6
committed,verb,28,9
doctrine,noun,46,8
imagined,verb,27,8
naive,adjective,19,5
resemble,verb,8,8
accompaniment,noun,8,13
cult,noun,11,4
exceeding,verb,6,9
butchery,noun,5,8
holocaust,noun,5,9
civilized,verb,11,9
usage,noun,14,5
media,noun,13,5
vengeance,noun,10,9
corpse,noun,7,6
execution,noun,15,9
census,noun,11,6
ambassadors,noun,6,11
reminder,noun,8,8
proceeding,verb,12,10
adherents,noun,5,9
credo,noun,8,5
stubborn,adjective,12,8
embodied,verb,7,8
persuaded,verb,21,9
curse,noun,11,5
yearly,adjective,6,6
ardent,adjective,12,6
induced,verb,13,7
recourse,noun,6,8
custom,noun,14,6
clouds,noun,38,6
dose,noun,11,4
virus,noun,13,5
discomfort,noun,7,10
pose,noun,11,4
cynical,adjective,9,7
irresponsible,adjective,9,13
dismay,noun,5,6
devices,noun,37,7
glenn,noun,6,5
imperative,adjective,10,10
biological,adjective,20,10
genetic,adjective,5,7
depths,noun,19,6
intake,noun,7,6
substances,noun,23,10
particles,noun,42,9
conclude,verb,16,8
pauling,noun,7,7
defects,noun,13,7
fusion,noun,13,6
childhood,noun,50,9
diseases,noun,19,8
concentrating,verb,7,13
insufficient,adjective,7,12
generalizations,noun,7,15
inhibited,verb,5,9
exposure,noun,25,8
doses,noun,13,5
atmospheric,adjective,9,11
fission,noun,5,7
prevailing,verb,17,10
haul,verb,5,4
sidewalks,noun,5,9
indignant,adjective,10,9
computation,noun,7,11
inescapable,adjective,8,11
viable,adjective,5,6
unpopular,adjective,6,9
demonstrates,verb,6,12
wishful,adjective,9,7
sane,adjective,8,4
leap,noun,14,4
superiority,noun,14,11
quantity,noun,33,8
refusal,noun,15,7
ecumenical,adjective,29,10
pope,noun,40,4
yearning,noun,7,8
protestant,adjective,51,10
perspective,noun,26,11
catholicism,noun,8,11
theologians,noun,9,11
archbishop,noun,8,10
orthodox,adjective,19,8
temptation,noun,12,10
abandon,verb,17,7
irresistible,adjective,8,12
efficacy,noun,9,8
sympathize,verb,7,10
reassuring,verb,7,10
extravagant,adjective,5,11
projections,noun,10,11
expenditure,noun,11,11
neglected,verb,18,9
persists,verb,7,8
dialogue,noun,12,8
protestants,noun,14,11
plentiful,adjective,7,9
thorough,adjective,21,8
unmistakable,adjective,7,12
functioning,verb,12,11
philosophical,adjective,26,13
differences,noun,79,11
undeniable,adjective,5,10
insights,noun,16,8
spirited,verb,8,8
perceive,verb,13,8
formosa,noun,5,7
thoughts,noun,54,8
mainland,noun,11,8
interpreter,noun,8,11
taiwan,noun,7,6
relevant,adjective,23,8
liberation,noun,5,10
manpower,noun,14,8
contemplated,verb,5,12
skill,noun,42,5
passion,noun,28,7
mao,noun,7,3
sympathies,noun,8,10
cultivated,verb,10,10
starvation,noun,7,10
discontent,noun,8,10
generals,noun,10,8
fed,verb,41,3
cousins,noun,9,7
nephews,noun,5,7
purity,noun,12,6
defy,verb,7,4
ensure,verb,8,6
poverty,noun,20,7
residue,noun,8,7
undertook,verb,7,9
engendered,verb,9,10
tibet,noun,7,5
hostile,adjective,19,7
bleeding,verb,16,8
snap,verb,12,4
inhuman,adjective,7,7
arrives,verb,7,7
invite,verb,11,6
odd,adjective,44,3
scars,noun,10,5
flux,noun,30,4
frontiers,noun,5,9
concealed,verb,8,9
gestures,noun,7,8
rags,noun,7,4
fog,noun,25,3
tap,noun,18,3
emergencies,noun,7,11
bone,noun,33,4
spine,noun,6,5
cycles,noun,7,6
linked,verb,16,6
rape,verb,5,4
insane,adjective,13,6
removing,verb,8,8
equilibrium,noun,13,11
introduce,verb,11,9
kills,verb,8,5
paralysis,noun,6,9
constitutes,verb,11,11
intelligible,adjective,11,12
scan,verb,5,4
adaptations,noun,7,11
owes,verb,5,4
shallow,adjective,14,7
tennessee,noun,23,9
clever,adjective,17,6
imported,verb,8,8
novels,noun,22,6
dreary,adjective,6,6
dry,adjective,68,3
merry,adjective,8,5
shakespeare,noun,30,11
tested,verb,37,6
stunning,adjective,6,8
commonplace,adjective,15,11
egyptian,adjective,5,8
belly,noun,23,5
saloons,noun,8,7
ionic,adjective,8,5
sailor,noun,5,6
absorption,noun,12,10
alien,adjective,16,5
sesame,noun,7,6
dresses,noun,10,7
shifts,noun,17,6
continuum,noun,7,9
ancestry,noun,8,8
cosmic,adjective,18,6
motionless,adjective,7,10
breathing,verb,21,9
ripples,noun,5,7
speeds,noun,14,6
greetings,noun,6,9
slipping,verb,7,8
tips,noun,13,4
bolt,verb,10,4
melting,verb,22,7
pot,noun,28,3
abdomen,noun,6,7
origins,noun,7,7
adolescent,adjective,12,10
arabic,adjective,6,6
sailors,noun,8,7
painters,noun,13,8
angular,adjective,16,7
stretched,verb,34,9
murky,adjective,5,5
landscapes,noun,5,10
swallowed,verb,12,9
gloom,noun,14,5
fascination,noun,6,11
devil,noun,25,5
emotional,adjective,68,9
cried,verb,30,5
evolved,verb,8,7
cigarette,noun,25,9
butts,noun,5,5
discipline,noun,27,10
obsession,noun,5,9
obsessed,verb,5,8
lust,noun,5,4
portraits,noun,7,9
ugliness,noun,7,8
pathetic,adjective,8,8
naked,adjective,32,5
muffled,verb,11,7
twentieth,adjective,20,9
solemn,adjective,12,6
theoretical,adjective,21,11
journals,noun,5,8
formulas,noun,22,8
rotation,noun,11,8
bureaucracy,noun,7,11
obscure,adjective,17,7
profitable,adjective,14,10
plots,noun,8,5
uncertainty,noun,17,11
sickness,noun,6,8
doubts,noun,16,6
molotov,noun,7,7
marshal,noun,26,7
liquidated,verb,5,10
rejects,verb,11,7
denial,noun,18,6
coincide,verb,12,8
shifted,verb,18,7
restored,verb,14,8
malaise,noun,9,7
symptoms,noun,14,8
decay,noun,14,5
somewhere,noun,9,9
suspicions,noun,7,10
indicative,adjective,6,10
blowing,verb,19,7
preventive,adjective,15,10
koreans,noun,5,7
minutemen,noun,5,9
maneuvers,noun,8,9
foggy,adjective,5,5
damp,adjective,16,4
tale,noun,21,4
supremacy,noun,5,9
unloaded,verb,5,8
operative,adjective,6,9
shells,noun,14,6
jeep,noun,16,4
trails,noun,16,6
smoke,noun,41,5
grenades,noun,6,8
participated,verb,13,12
criterion,noun,11,9
rub,noun,6,3
chooses,verb,8,7
tariff,noun,5,6
proposition,noun,16,11
selective,adjective,18,9
reciprocal,adjective,8,10
europeans,noun,5,9
convincing,adjective,11,10
values,verb,186,6
wounds,noun,8,6
von,noun,6,3
conservatism,noun,10,12
pages,noun,31,5
induction,noun,6,9
disrupted,verb,5,9
compelling,adjective,8,10
corners,noun,18,7
broadcasts,noun,7,10
foreigners,noun,13,10
envelope,noun,21,8
faded,verb,18,5
supporting,verb,27,10
analogy,noun,13,7
virtuous,adjective,6,8
liberalism,noun,15,10
sr,noun,5,2
preacher,noun,11,8
communicate,verb,13,11
invaluable,adjective,5,10
sophistication,noun,8,14
wisconsin,noun,19,9
mccarthy,noun,7,8
communicating,verb,7,13
experimenting,verb,7,13
print,noun,18,5
possession,noun,21,10
differential,noun,16,12
networks,noun,16,8
edited,verb,7,6
summarized,verb,9,10
summary,noun,21,7
comparing,verb,9,9
paragraph,noun,12,9
abused,verb,5,6
rounding,verb,5,8
curriculum,noun,16,10
rust,verb,10,4
practitioners,noun,6,13
alas,function,10,4
flattered,verb,7,9
analyze,verb,10,7
lectures,noun,15,8
excerpt,noun,6,7
absurdity,noun,8,9
historians,noun,20,10
radar,noun,23,5
unfortunate,adjective,22,11
casts,verb,6,5
nathan,noun,5,6
brahms,noun,7,6
concerto,noun,11,8
slashing,verb,5,8
pale,adjective,58,4
noblest,adjective,5,7
soloist,noun,9,7
superb,adjective,14,6
glittering,verb,6,10
spitting,verb,5,8
lets,verb,5,4
mysterious,adjective,26,10
marvelous,adjective,11,9
overture,noun,5,8
tunes,noun,7,5
rhythms,noun,12,7
lacks,verb,6,5
hans,noun,44,4
soprano,noun,6,7
venus,noun,11,5
booking,noun,6,7
cradle,noun,7,6
weep,verb,14,4
dietrich,noun,5,8
juicy,adjective,6,5
